Ref Number,NOTE FROM ANNE,NOTE FROM ADAM,Linker Number,Abstract Master Text,Occurance Number,Occurance Type,Parent Work,Parent Index Blob,Parent Date,Parent vdB Index (rondeaux),Parent RS Index,Parent L Index,Parent T Index (songs),Parent T Index (motets),Parent MW Index,Parent Lu Index,Refrain Location,Parent Generic Descriptor,Parent Work Author,Host Work,Host Work Date,Host Work Generic Descriptor,Host Work Author,Singer,Destinataire,Circonstances,Fonction,Marque de chant précédant le refrain,Marque de chant suivant le refrain,Marque de discours,Manuscript Number,Image File,Manuscript Collocation,Reading,Derived Reading Text,Derived Reading Text (Refrain 1 [sur l'incipit français]),Derived Reading Text (Refrain 1),Derived Reading Text (Refrain 2),Derived Reading Text (Refrain 3),Derived Reading Text (Refrain 4),Derived Reading Text (Refrain 5),Derived Reading Text (Refrain 6),Derived Reading Text (Refrain triplum),Derived Reading Text (Refrain motetus),Derived Reading Text (Refrain teneur),Derived Reading Text (Initial),Derived Reading Text (Final),Derived Reading Text (st. 1; refrain interne),Derived Reading Text (st. 1; refrain interne 2),Derived Reading Text (st. 1; refrain final),Derived Reading Text (st. 2; refrain interne),Derived Reading Text (st. 2; refrain interne 2),Derived Reading Text (st. 2; refrain final),Derived Reading Text (st. 3; refrain interne),Derived Reading Text (st. 3; refrain interne 2),Derived Reading Text (st. 3; refrain final),Derived Reading Text (st. 4; refrain interne),Derived Reading Text (st. 4; refrain interne 2),Derived Reading Text (st. 4; refrain final),Derived Reading Text (st. 5; refrain interne),Derived Reading Text (st. 5; refrain interne 2),Derived Reading Text (st. 5; refrain final),Derived Reading Text (st. 6; refrain interne),Derived Reading Text (st. 6; refrain interne 2),Derived Reading Text (st. 6; refrain final),Derived Reading Text (st. 7; refrain interne),Derived Reading Text (st. 7; refrain interne 2),Derived Reading Text (st. 7; refrain final),Derived Reading Text (st. 8; refrain interne),Derived Reading Text (st. 8; refrain interne 2),Derived Reading Text (st. 8; refrain final),Derived Reading Text (st. 9; refrain interne),Derived Reading Text (st. 9; refrain interne 2),Derived Reading Text (st. 9; refrain final),Derived Reading Text (st. 10; refrain final),Derived Reading Text (st. 11; refrain final),Derived Reading Text (st. 12; refrain final),Derived Reading Text (st. 13; refrain final),Derived Reading Text (st. 14; refrain final),Derived Reading Text (st. 15; refrain final),Derived Reading Text (st. 16; refrain final),Derived Reading Text (st. 17; refrain final),Derived Reading Text (st. 18; refrain final),Derived Reading Text (st. 19; refrain final),Derived Reading Text (st. 20; refrain final),Derived Reading Text (st. 21; refrain final),Derived Reading Text (st. 22; refrain final),Derived Reading Text (st. 23; refrain final),Derived Reading Text (st. 24; refrain final),Derived Reading Text (st. 25; refrain final),Derived Reading Text (Envoi 1; refrain final),Derived Reading Text (Envoi 2; refrain final),Métrique,Other Manuscript Data,,,,,,,,,,,,
713,,,,Et me fet la nuit penser et plorer et souspirer et veillier.,1,lyrique (monodie),"Bone Amour, conseilliez moi","RS: 1665   L: 192-4   T: 963   MW: 1183, 1   ",,,1665,192-4,963,,"1183, 1",,Fin de strophe,Chanson à refrain (5 st. et un envoi),Perrin d'Angicourt (F-Pa 5198 / F-Pn fr. 845 / F-Pn   nouv. acq. fr. 1050 / F-Pn fr. 847   / F-Pn fr. 24406 main postérieure),,,,,,,,,,,,1,1_files/image2326.png,"F-Pa 5198, p. 157 a",,,,,,,,,,,,,,,,,et me fet la nuit penser et plorer et souspirer et ueillier.,,,ainz me fet la nuit penser.,,,q'il m'estuet pour li penser.,,,et bien uueil pour uous penser.,,,et bien uueil pour li penser.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A7A10,Envoi manquant,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1_files/image2328.png,"F-Pn fr. 845, fol. 50 ra",,,,,,,,,,,,,,,,,et me fet la nuit penser et plorer et souspirer et ueillier.,,,ainz me fet la nuit penser et plorer et cetera.,,,q'il m'estuet pour li penser et cetera.,,,et bien uueil por uos penser et cetera.,,,et bien uuel pour li penser et plorer et cetera.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A7A10,Envoi manquant,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1_files/image2330.png,"F-Pn nouv. acq. fr. 1050, fol. 107 ra",,,,,,,,,,,,,,,,,et me fait la nuit penser. et plorer et souspirer. et ueillier.,,,ains me fet la nuit penser.,,,qu'il m'estuet por li penser.,,,et bien uueill por ce a uos penser et plorer.,,,et bien uueil por li penser.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A7A10,Envoi manquant,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,"F-Pn fr. 847, fol. 122 rb",Et]et st. I; et]et st. I; et souspirer]et sospirer st. I; et veillier]et veillier. st. I,,,,,,,,,,,,,,,,et me fet la nuit penser et plorer et sospirer et veillier.,,,ainz me fet la nuit penser et plorer.,,,q'il m'estuet por li penser et cetera,,,et bien uueil por vos penser et cetera.,,,et bien voil por li penser et cetera.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,helas et g’irai penser et plorer et cetera.,,A7A10,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1_files/image2332.png,"F-Pn fr. 24406, fol. 71 va",,,,,,,,,,,,,,,,,et me fet la nuit penser. et pleurer et soupirer et veillier,,,ainz me fet la nuit veillier.,,,car il m'estuet pour li plaindre. et pleurer,,,et bien voeil pour vous penser.,,,et bien voeil pour li pensser.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A7A10,Envoi manquant,,,,,,,,,,,,
714,,,,Et me tient le cuer gai.,1,lyrique (polyphonie),La biauté ma dame le cuer m'esjoit (fin) / On   doit fine amour anourer (fin) / In   seculum,"Lu: 186 / 187 / M13   L: 265-965   MW: 420, 1 / MW: 1237,   1   ",,,,265-965,,,"420, 1 / MW: 1237,   1",186 / 187 / M13,Final,Motet,?,,,,,,,,,,,,1,1_files/image2334.png,"F-Pn nouv. acq. fr. 13521, fol. 387 vb (187 / 186 / M13)",,qui me tient le cuer gay.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A6,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1_files/image2336.png,"F-Pn nouv. acq. fr. 13521, fol. 388 ra (187 / 186 / M13)",,et me tient le cuer gay.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A6,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1_files/image2338.png,"F-MO H 196, fol. 182 v (186 / 187 / M13)",,et me tient le cuer gai.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A6,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1_files/image2340.png,"F-MO H 196, fol. 183 r (186 / 187 / M13)",,qui me tient le cuer gai.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A6,,,,,,,,,,,,,
,,,,,2,lyrique (polyphonie),"Mout m'a fait crueus assaus (fin) / Hé! Dieus, tant sui de joie esloigniés /   Gentes","Lu: 584a / 584b / M78b   L: 265-1177   MW: 1394, 1   ",,,,265-1177,,,"1394, 1",584a / 584b / M78b,Final,Motet,?,,,,,,,,,,,,1,1_files/image2342.png,"F-Pn nouv. acq. fr. 13521, fol. 389 ra (584a / 584b / M78b)",,si me tient le cuer baut.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A6,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,"F-MO H 196, fol. 204 v (584a / 584b)",Et]si; tient]tient; gai]gay.,si me tient le cuer gay.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A6,,,,,,,,,,,,,
715,,,,"Et ne por cant fine amors, a Deu vos comant.",1,lyrique (monodie),Partis d'amour et de mon chant,"RS: 310   L: 5-1   MW: 887, 2   ",,,310,5-1,,,"887, 2",,Fin de strophe,Chanson à refrain (5 st. et un envoi; ordre des st. variable selon les manuscrits),Andreu,,,,,,,,,,,,1,,"F-Pn fr. 20050, fol. 34 v",Et]et st. I: por cant]porcant st. I; Deu]deu st. I; vos]uos st. I: comant]comant. st. I,,,,,,,,,,,,,,,,et ne porcant fine amors a deu uos comant.,,,et non porqant.,,,et nonporcant.,,,et nonpor.,,,et ne porcant.,,,et neporcant.,,,,,,,,,,,,,,,,,,,,,,,,,,,,A4A8,Ordre des st.: I/II/VI/V/III/IV,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,"CH-BEb 389, fol. 190 v","Et]et st. I, et st. VI; ne por cant]nonporcant st. I/VI; amors]amor st. I/VI; Deu]deu st. I/VI; vos]uos st. I/VI; comant]comant. st. I, comans. st. VI",,,,,,,,,,,,,,,,et nonporcant fine amor a deu uos comant.,,,et nonporcant.,,,et nonporcant.,,,et nonporcant.,,,et nonporcant.,,,et nonporcant fine amor a deu uos comans.,,,,,,,,,,,,,,,,,,,,,,,,,,,,A4A8,Ordre des st.: I/II/III/IV/V/VI,,,,,,,,,,,,
716,,,,E or en ai dol.,1,littéraire,Mauberjon s'est main levee,"vdB: Rond. 12   L: 265-1133   MW: 181, 38   ",,12,,265-1133,,,"181, 38",,Interne,Rondet (refrain interne),Jean Renart?,Guillaume de Dole   v. 2379-2385,Ca 1228?,Roman,Jean Renart,Le fils du comte de Maastricht,L'assemblée des danseurs,Soirée suivant les joutes,Carole,Commencer; chansonette,,,1,,"I-Rvat Reg. lat. 1725, fol. 81 ra",,or en ai dol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A4,,,,,,,,,,,,,
,,,,,2,lyrique (monodie),Bele Doette aus fenestres se siet,"RS: 1352   L: 265-215   T: 763   MW: 95, 1   ",,,1352,265-215,763,,"95, 1",,Fin de strophe,Chanson de toile à refrain (8 st.),?,,,,,,,,,,,,1,1_files/image2344.png,"F-Pn fr. 20050, fol. 66 r",dol]dol. st. II/VI,,,,,,,,,,,,,,,,e or en ai dol.,,,e or en ai dol.,,,e.,,,e.,,,e. or,,,e or en ai dol. por uos deuenrai nonne en l’eglyse saint poul.,,,e or en ai dol por uos deuenrai nonne a l’eglise saint poul.,,,e or en ai dol por uostre amor deuenrai nonne a l’eglise saint pol.,,,,,,,,,,,,,,,,,,,,,,A5 (st. 1-5); A5B'6A6 (st. 6-8),,,,,,,,,,,,,
717,,,,Et por ce croi savoir certeinement que l'ai servi pour noiant.,1,lyrique (polyphonie),Onques ne se parti (fin) / En tel lieu s'est entremis / Virgo,"Lu: 425 / 424 / M32   T: 291-2   L: 265-1263   MW: 624, 1   ",,,,265-1263,,291-2,"624, 1",425 / 424 / M32,Final,Motet,?,,,,,,,,,,,,1,1_files/image2346.png,"F-MO H 196, fol. 140 v",,et por ce croi sauoir certeinement que l'ai serui pour noiant.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10A7,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1_files/image2348.png,"F-MO H 196, fol. 172 v",,por ce croi sauoir certeinement que l'ai serui pour noient.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A9A7,,,,,,,,,,,,,
718,,,,Et por ceu doi je avoir et mi(n)s an obli toute vilonie et miex valoir por li.,1,lyrique (monodie),Et pour ce je doi avoir mis en oubli,"RS: 1070   L: 265-688   MW: 821, 4   ",,,1070,265-688,,,"821, 4",,Initial,Ballette à refrain (3 st.),?,,,,,,,,,,,,1,,"GB-Ob Douce 308, fol. 228 (239) rb",je avoir mi(n)s]ie auoir mins; obli]obli.; vilonie]uilonie; et]et; valoir]ualoir; li]li.,,,,,,,,,,,,Et por ceu doi ie auoir mins an obli. toute uilonie et miex ualoir por li.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A6B5B11,,,,,,,,,,,,,
719,,,,"Et pues ke j'en atent les biens, drois est ke li mals en soit miens.",1,lyrique (monodie),Or sui liés du dous termine,"RS: 1386   L: 265-1284   MW: 752, 16   ",,,1386,265-1284,,,"752, 16",,Fin de strophe,Chanson à refrain (3 st.),?,,,,,,,,,,,,1,,"CH-BEb 389, fol. 174 v","Et]et st. I; j'en]i'en st. I/III; biens]biens. st. I/III; ke li mals]li mals st. I, li malz st. III; miens]miens. st. I/III",,,,,,,,,,,,,,,,et pues ke i'en atent les biens. drois est li mals en soit miens.,,,et pues.,,,et pues ke i'en atent les biens. drois est li malz en soit miens.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A8A7,,,,,,,,,,,,,
720,,,,"Et puis qu'el l'a, trés bien sai qu'ele m'amera.",1,lyrique (polyphonie),J'ai les biens d'Amours sans dolour (fin) /Que ferai biau sire Dieus? / In seculum,"Lu: 188 / 189 / M13   T: 231-2   L: 265-810   MW: 438, 3   ",,,,265-810,,231-2,"438, 3",188 / 189 / M13,Final,Motet,?,,,,,,,,,,,,1,1_files/image2350.png,"F-Pn nouv. acq. fr. 13521, fol. 386 va",,et puis qu'el l'a bien sai qu'ele m'ocirra.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A4A7,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1_files/image2352.png,"F-MO H 196, fol. 188 v",,et puis qu'el l'a trés bien sai qu'ele m'amera.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A4A8,,,,,,,,,,,,,
721,,,265-689,Et quant il vous? J'arai le don que doit avoir ami autrement non.,1,littéraire,Dit « Amour   dont tele est la puissance… » v. 481,Ca 1316   ,Ca 1316,,,,,,,,,Dit enté,Chaillou de Pesstain,Fauvel insertion 22,Ca 1316,Roman,Chaillou de Pesstain,Fauvel,,,,,,,1,1_files/image2354.png,"F-Pn fr. 146, fol. 25 vc",,Et quant il vous i'arai le don Que doit auoir ami autrement non.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A8A10,,,,,,,,,,,,,
722,,,,"Et quant ma dame plera, joie avrai.",1,lyrique (monodie),Quant voi en la fin d'esté,"RS: 438   L: 192-24   T: 254   MW: 1090, 12   ",,,438,192-24,254,,"1090, 12",,Fin de strophe,Chanson à refrain (5 st.),Perrin d'Angicourt (F-Pa 5198 / F-Pn fr. 845 / F-Pn   nouv. acq. fr. 1050),,,,,L'auteur,,,,Chanter (st. 1),,,1,1_files/image2356.png,"F-Pa 5198, p. 165 a",Et]et st. V; joie]ioie st. V; avrai]aurai. st. V,,,,,,,,,,,,,,,,et quant ma dame plera ioie aurai.,,,et quant ma dame.,,,et quant.,,,et quant,,,et quant ma dame plera ioie aurai.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chanter (st. 1),,,2,1_files/image2358.png,"F-Pn fr. 845, fol. 53 va","Et]et st. V, dame st. III; ma dame]il uos st. III; joie]ioie st. III/V; avrai]aurai. st. III/V",,,,,,,,,,,,,,,,et quant ma dame plera ioie aurai.,,,et quant ma dame et cetera.,,,dame quant il uos plera ioie aurai.,,,dame et cetera.,,,et quant ma dame plera ioie aurai.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chanter (st. 1),,,3,1_files/image2360.png,"F-Pn nouv. acq. fr. 1050, fol. 111 rb","Et]et st. II/V, dame st. III; ma dame]il uos st. III; joie]ioie st. II-III/V; avrai]aurai. st. II-III/V",,,,,,,,,,,,,,,,et quant ma dame plera ioie aurai.,,,et quant ma dame plera ioie aurai.,,,dame quant il uos plera ioie aurai.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10,Refrain st. IV: manquant,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chanter (st. 1),,,4,1_files/image2362.png,"F-Pn fr. 24406, fol. 89 vb",Et]et st. II-III/V; quant]quant st. V; joie]ioie st. II-III/V; avrai]aurai. st. III,,,,,,,,,,,,,,,,et quant ma dame plera joie aurai,,,et quant ma dame plera ioie aurai,,,et quant ma dame plera ioie aurai.,,,et quant ma dame et cetera.,,,et quant ma dame plera ioie aurai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chanter (st. 1),,,5,1_files/image2364.png,"F-Pn fr. 846, fol. 118 rb",,,,,,,,,,,,,,,,,et quant ma dame plaira ioie aurai,,,et quant.,,,et quant,,,dame,,,et quant.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10,,,,,,,,,,,,,
723,,,,"Et se j'ai la vostre amour, mis m'avés en grant baudour.",1,lyrique (polyphonie),Qui Amours veult   maintenir /   Li   dous pensers (fin) / Cis a cui je sui amie est cointe et gai,"Lu: 880 / 881 / Teneur   L: 265-1522   MW: 685, 1   ",,,,265-1522,,,"685, 1",880 / 881 / Teneur,Final,Motet,?,,,,,,,,,,,,1,1_files/image2366.png,"D-BAs Lit. 115, fol. 32 vb",,et se ie n'ai vostre amour mis m'aués en grant dolour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A7A7,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1_files/image2368.png,"F-MO H 196, fol. 316 rb",,et se i'ai la uostre amour mis m'aués en grant baudour...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A7A7,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1_files/image2370.png,"I-Tr Vari 42, fol. 28 rb",,et se ie n'ai la uostre amur mis m'aureis en grant baudur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A8A7,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,"[F-B I, 716, n° 29]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724,,,,"Et se je n'ai Liegairt, par ma foi, je puis bien dire par folie antrai on jairt.",1,lyrique (monodie),L'autre jour par un matin (M'aloie),"RS: 1373   L: 265-1006   MW: 1074, 3   ",,,1373,265-1006,,,"1074, 3",,Fin de strophe,Pastourelle à refrain (5 st.),?,,,,,,,,,,,,1,,"GB-Ob Douce 308, fol. 196c (206) va",je]ie st. I; Liegairt]liegairt. st. I; par]par st. I; je]ie st. I; par]par st. I; jairt]jairt. st. I,,,,,,,,,,,,,,,,Et se ie n'ai liegairt. par ma foi ie puis bien dire par folie antrai on jairt.,,,,,,,,,,,,Dieus or ai ie liejart. s’ai amie a ma deuize dont au cuer grant ioie en ai.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A6B'7A7,Refrain st. II-IV: manquant,,,,,,,,,,,,
725,,,,"Et se vostre cuer n'est piteus, que fera le mien diseteus qui s'i atent?",1,littéraire,Dit enté « Gracieuse   faitisse et sage... » v. 211-213,"L: 162-31   MW: 477, 3   Début xive   ",Début xive,,,162-31,,,"477, 3",,,Dit enté,Jeannot de Lescurel,,,,,la dame,Le poète,,Discours,,,,1,1_files/image2372.png,"F-Pn fr. 146, fol. 60 vc",,et se uostre cuer n'est piteus que fera le mien diseteus qui qi atent.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A8A8B4,,,,,,,,,,,,,
726,,,,Et s'iere envoisie chantant et jolie.,1,lyrique (monodie),Cuident dont li losengier,"RS: 1287   L: 84-8   T: 732   MW: 1233, 28   ",,,1287,84-8,732,,"1233, 28",,Fin de strophe,Chanson à refrain (4 st. et un envoi),"Gilbert de Berneville   (I-Rvat Reg. lat. 1490 / F-Pa 5198 / F-Pn fr. 845 / F-Pn   nouv. acq. fr. 1050 / F-Pn fr. 847   / F-Pn fr. 20050, fol. 153 main postérieure)",,,,,,,,,,,,1,,"F-Pn fr. 20050, fol. 153 v","Et s'iere envoisie]a g'iere anvoisie st. I, sans seus ranvoisie st. II, et g'iere anvoisie st. III, et g'ier anvoisie st. IV-envoi; chantant]chantans st. I-IV, chantans. envoi; et]et; jolie]ioliue st. I, iolive st. II/IV, iolie st. III, jolive. envoi",,,,,,,,,,,,,,,,a g’iere anvoisie chantans et ioliue,,,sans seus ranvoisie chantans et iolive,,,et g’iere anvoisie chantans et iolie,,,et g’ier anvoisie chantans et iolive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,et g’ier anvoisie chantans. et jolive.,,A'5A'5,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,"F-Pn fr. 20050, fol. 158 v","Et s'iere envoisie]et i'ere enuoisie st. I, sans seus ranuoisie. st. II, et g'ier anvoisie. st. III, et g'iere envoisie st. IV, et g'iere anvoisie envoi; chantant]chantant. st. I-II, chantans. st. III-IV, chantans envoi; et]et; jolie]iolie st. I/III/envoi, iolie. st. II/IV",,,,,,,,,,,,,,,,et i'ere enuoisie chantant. et iolie,,,sans seus ranuoisie. chantant. et iolie.,,,et g’ier anvoisie. chantans. et iolie,,,et g’iere envoisie chantans. et iolie.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,et g’iere anvoisie chantans et iolie ,,A'5A'5,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1_files/image2374.png,"F-Pa 5198, p. 145 a",Et s'iere envoisie]et g'iere enuoisie envoi; jolie]jolie. envoi,,,,,,,,,,,,,,,,et s'iere enuoisie. chantant et iolie.,,,s’en sui renuoisie chantant.,,,et g’iere enuoisie.,,,et g’iere.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,et g’iere enuoisie chantant et jolie.,,A'5A'5,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1_files/image2376.png,"F-Pn fr. 845, fol. 67 vb",,,,,,,,,,,,,,,,,et s'iere enuoisie: chantant et iolie.,,,s’en sui renuoisie. et cetera.,,,et g’iere enuoisie. et cetera.,,,et g’iere et cetera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,et g'iere.,,A'5A'5,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1_files/image2378.png,"F-Pn nouv. acq. fr. 1050, fol. 99 vb",,,,,,,,,,,,,,,,,et s'iere enuoisie chantant et iolie.,,,s’en sui renuoisies.,,,et g’iere enuoisie.,,,et g’iere enuoisie.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,et g’iere enuoisie chantant et iolie,,A'5A'5,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1_files/image2380.png,"F-Pn fr. 847, fol. 116 rb","Et s'iere envoisie]s'en sui renuoisie: st. II, et g'iere enuoisie envoi; et]et st. II/envoi; jolie]iolie. st. II/envoi",,,,,,,,,,,,,,,,et s'iere enuoisie chantant et iolie.,,,s’en sui renuoisie: chantant et iolie.,,,et g’iere enuoisie.,,,et g’iere enuoisie.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,et g’iere enuoisie chantant et iolie.,,A'5A'5,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1_files/image2382.png,"I-Rvat Reg. lat. 1490, fol. 93 (106) rb","Et s'iere envoisie]et g'ere enuoisie st. II/IV, et sui enuoisie envoi; chantant]chantans st. II/envoi, chantant st. IV; et]et st. II/IV/envoi; jolie]jolie. envoi",,,,,,,,,,,,,,,,et g'ere enuoisie chantans et jolie.,,,et g’ere enuoisie chantans et jolie,,,s’en sui enuoisie,,,et g’ere enuoisie chantant et jolie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,et sui enuoisie chantans et jolie.,,A'5A'5,,,,,,,,,,,,,
727,,,,Et si garderai s'onor.,1,lyrique (monodie),Se j'ain sans penser folie,"RS: 1161   L: 265-1586   MW: 775, 7   ",,,1161,265-1586,,,"775, 7",,Fin de strophe,Ballette à refrain (3 st.),?,,,,,,,,,,,,1,,"GB-Ob Douce 308, fol. 218 (230) rb","Et]et st. I, et st. II-III; s'onor]s'onor.",,,,,,,,,,,,,,,,et si garderai s'onor.,,,et si garderai s'onor.,,,et si garderai s'onor.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A7,,,,,,,,,,,,,
728,,,,Et si me samble sovent c'an regardant lou me prueve.,1,lyrique (monodie),Gracieusement sui pris,"RS: 1604   L: 265-729   MW: 1026, 14   ",,,1604,265-729,,,"1026, 14",,Fin de strophe,Ballette à refrain (3 st.),?,,,,,,,,,,,,1,,"GB-Ob Douce 308, fol. 237 (248) vb","Et]et; sovent]souent st. I/III, souent st. II; prueve]prueue",,,,,,,,,,,,,,,,et si me samble souent c'an regardant lou me prueue,,,et si me samble souent c'an regardant lou me prueue,,,et si me samble souent c'an regardant lou me prueue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A7B'7,,,,,,,,,,,,,
729,,,,Et si ne sai coment j'arai merci.,1,lyrique (monodie),Amours qui tout puet doner,"RS: 848   L: 265-125   MW: 1143, 15   ",,,848,265-125,,,"1143, 15",,Fin de strophe,Ballette à refrain (6 st.),?,,,,,,,,,,,,1,,"GB-Ob Douce 308, fol. 228 (239) ra",Et]et; j'arai merci]i'arai merci.,,,,,,,,,,,,,,,,et si ne sai coment i'arai merci.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10,Refrain st. II-VI: manquant,,,,,,,,,,,,
730,,,,Et si ne sai se jai nuns jor ameis serai.,1,lyrique (monodie),Onkes mais ne so de voir,"RS: 1821a = 1796   L: 265-1243   MW: 1079, 50   ",,,1821a = 1796,265-1243,,,"1079, 50",,Fin de strophe,Ballette à refrain (3 st.),?,,,,,,,,,,,,1,,"GB-Ob Douce 308, fol. 233 (244) vb",Et]et st. I; jai]iai st. I; jor]ior st. I; serai]serai. st. I,,,,,,,,,,,,,,,,et si ne sai se iai nuns ior ameis serai.,,,et si ne sai ce ia nunz ior.,,,et si ne sai ce iai nuns ior a.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A4B4A4,,,,,,,,,,,,,
